#abgabe.csv
#Jakob
#Plangger
#12418810
group,number,duration,size
Maximumsuche,230,13500,13000
Maximumsuche,231,15900,13100
Maximumsuche,232,12400,13200
Maximumsuche,233,14800,13300
Maximumsuche,234,10300,13400
Maximumsuche,235,10800,13500
Maximumsuche,236,8600,13600
Maximumsuche,237,10300,13700
Maximumsuche,238,12700,13800
Maximumsuche,239,8800,13900
Maximumsuche,240,10100,14000
Maximumsuche,241,8700,14100
Maximumsuche,242,12200,14200
Maximumsuche,243,10400,14300
Maximumsuche,244,10700,14400
Maximumsuche,245,11800,14500
Maximumsuche,246,10300,14600
Maximumsuche,247,15100,14700
Maximumsuche,248,17000,14800
Maximumsuche,249,22900,14900
Maximumsuche,250,21600,15000
Maximumsuche,251,31600,15100
Maximumsuche,252,24800,15200
Maximumsuche,253,31100,15300
Maximumsuche,254,24600,15400
Maximumsuche,255,25400,15500
Maximumsuche,256,22700,15600
Maximumsuche,257,22000,15700
Maximumsuche,258,23000,15800
Maximumsuche,259,34300,15900
Maximumsuche,260,9400,16000
Maximumsuche,261,10300,16100
Maximumsuche,262,12700,16200
Maximumsuche,263,16800,16300
Maximumsuche,264,20200,16400
Maximumsuche,265,20100,16500
Maximumsuche,266,19700,16600
Maximumsuche,267,21700,16700
Maximumsuche,268,29600,16800
Maximumsuche,269,25900,16900
Maximumsuche,270,23800,17000
Maximumsuche,271,22500,17100
Maximumsuche,272,19100,17200
Maximumsuche,273,16200,17300
Maximumsuche,274,19700,17400
Maximumsuche,275,25400,17500
Maximumsuche,276,20200,17600
Maximumsuche,277,20900,17700
Maximumsuche,278,24800,17800
Maximumsuche,279,25000,17900
Maximumsuche,280,16200,18000
Maximumsuche,281,24800,18100
Maximumsuche,282,20100,18200
Maximumsuche,283,15800,18300
Maximumsuche,284,11300,18400
Maximumsuche,285,21400,18500
Maximumsuche,286,28700,18600
Maximumsuche,287,32700,18700
Maximumsuche,288,25000,18800
Maximumsuche,289,19600,18900
Maximumsuche,290,23400,19000
Maximumsuche,291,27800,19100
Maximumsuche,292,14600,19200
Maximumsuche,293,31200,19300
Maximumsuche,294,14800,19400
Maximumsuche,295,29200,19500
Maximumsuche,296,11600,19600
Maximumsuche,297,21100,19700
Maximumsuche,298,21200,19800
Maximumsuche,299,13400,19900
Maximumsuche,300,14500,20000
Maximumsuche,301,28000,20100
Maximumsuche,302,15300,20200
Maximumsuche,303,13000,20300
Maximumsuche,304,19900,20400
Maximumsuche,305,15300,20500
Maximumsuche,306,14100,20600
Maximumsuche,307,21600,20700
Maximumsuche,308,24600,20800
Maximumsuche,309,19900,20900
Maximumsuche,310,23700,21000
Maximumsuche,311,21700,21100
Maximumsuche,312,14600,21200
Maximumsuche,313,9800,21300
Maximumsuche,314,13200,21400
Maximumsuche,315,16200,21500
Maximumsuche,316,16000,21600
Maximumsuche,317,16500,21700
Maximumsuche,318,14900,21800
Maximumsuche,319,15000,21900
Maximumsuche,320,34700,22000
Maximumsuche,321,22100,22100
Maximumsuche,322,12600,22200
Maximumsuche,323,25500,22300
Maximumsuche,324,20700,22400
Maximumsuche,325,21500,22500
Maximumsuche,326,16000,22600
Maximumsuche,327,23500,22700
Maximumsuche,328,20700,22800
Maximumsuche,329,18600,22900
Maximumsuche,330,24200,23000
Maximumsuche,331,21800,23100
Maximumsuche,332,28500,23200
Maximumsuche,333,14400,23300
Maximumsuche,334,16800,23400
Maximumsuche,335,13600,23500
Maximumsuche,336,12500,23600
Maximumsuche,337,14000,23700
Maximumsuche,338,21400,23800
Maximumsuche,339,19900,23900
Maximumsuche,340,11100,24000
Maximumsuche,341,12400,24100
Maximumsuche,342,18900,24200
Maximumsuche,343,17100,24300
Maximumsuche,344,14100,24400
Maximumsuche,345,31800,24500
Maximumsuche,346,21600,24600
Maximumsuche,347,21700,24700
Maximumsuche,348,31200,24800
Maximumsuche,349,45900,24900
Maximumsuche,350,38000,25000
Maximumsuche,351,18100,25100
Maximumsuche,352,27900,25200
Maximumsuche,353,16000,25300
Maximumsuche,354,13300,25400
Maximumsuche,355,13500,25500
Maximumsuche,356,17700,25600
Maximumsuche,357,18000,25700
Maximumsuche,358,17400,25800
Maximumsuche,359,14900,25900
Maximumsuche,360,32700,26000
Maximumsuche,361,17500,26100
Maximumsuche,362,13200,26200
Maximumsuche,363,15600,26300
Maximumsuche,364,15600,26400
Maximumsuche,365,13600,26500
Maximumsuche,366,23400,26600
Maximumsuche,367,20100,26700
Maximumsuche,368,25300,26800
Maximumsuche,369,46100,26900
Maximumsuche,370,34100,27000
Maximumsuche,371,38000,27100
Maximumsuche,372,58300,27200
Maximumsuche,373,31400,27300
Maximumsuche,374,43200,27400
Maximumsuche,375,21900,27500
Maximumsuche,376,39400,27600
Maximumsuche,377,64200,27700
Maximumsuche,378,36000,27800
Maximumsuche,379,28700,27900
Maximumsuche,380,27400,28000
Maximumsuche,381,42200,28100
Maximumsuche,382,31500,28200
Maximumsuche,383,62300,28300
Maximumsuche,384,50900,28400
Maximumsuche,385,42100,28500
Maximumsuche,386,38600,28600
Maximumsuche,387,45600,28700
Maximumsuche,388,28500,28800
Maximumsuche,389,29600,28900
Maximumsuche,390,36200,29000
Maximumsuche,391,24500,29100
Maximumsuche,392,42000,29200
Maximumsuche,393,37900,29300
Maximumsuche,394,42600,29400
Maximumsuche,395,36700,29500
Maximumsuche,396,23000,29600
Maximumsuche,397,19000,29700
Maximumsuche,398,32900,29800
Maximumsuche,399,48600,29900
Maximumsuche,400,26000,30000
Maximumsuche,401,18500,30100
Maximumsuche,402,27500,30200
Maximumsuche,403,25200,30300
Maximumsuche,404,24500,30400
Maximumsuche,405,33000,30500
Maximumsuche,406,24900,30600
Maximumsuche,407,22000,30700
Maximumsuche,408,20600,30800
Maximumsuche,409,22800,30900
Maximumsuche,410,24000,31000
Maximumsuche,411,30400,31100
Maximumsuche,412,32200,31200
Maximumsuche,413,24600,31300
Maximumsuche,414,24300,31400
Maximumsuche,415,34100,31500
Maximumsuche,416,32500,31600
Maximumsuche,417,16800,31700
Maximumsuche,418,17200,31800
Maximumsuche,419,14700,31900
Maximumsuche,420,13800,32000
Maximumsuche,421,15300,32100
Maximumsuche,422,14800,32200
Maximumsuche,423,17200,32300
Maximumsuche,424,26000,32400
Maximumsuche,425,25000,32500
Maximumsuche,426,25700,32600
Maximumsuche,427,20200,32700
Maximumsuche,428,20500,32800
Maximumsuche,429,19900,32900
Maximumsuche,430,46800,33000
Maximumsuche,431,47300,33100
Maximumsuche,432,60000,33200
Maximumsuche,433,67700,33300
Maximumsuche,434,33800,33400
Maximumsuche,435,35400,33500
Maximumsuche,436,34500,33600
Maximumsuche,437,42600,33700
Maximumsuche,438,27800,33800
Maximumsuche,439,31000,33900
Maximumsuche,440,24500,34000
Maximumsuche,441,24800,34100
Maximumsuche,442,22800,34200
Maximumsuche,443,23800,34300
Maximumsuche,444,31300,34400
Maximumsuche,445,55900,34500
Maximumsuche,446,35200,34600
Maximumsuche,447,38300,34700
Maximumsuche,448,31900,34800
Maximumsuche,449,43300,34900
Maximumsuche,450,40900,35000
Maximumsuche,451,45900,35100
Maximumsuche,452,45100,35200
Maximumsuche,453,52300,35300
Maximumsuche,454,36300,35400
Maximumsuche,455,282400,35500
Maximumsuche,456,41100,35600
Maximumsuche,457,36600,35700
Maximumsuche,458,119500,35800
Maximumsuche,459,69300,35900
Maximumsuche,460,46800,36000
Maximumsuche,461,23100,36100
Maximumsuche,462,27100,36200
Maximumsuche,463,19500,36300
Maximumsuche,464,22100,36400
Maximumsuche,465,22200,36500
Maximumsuche,466,17400,36600
Maximumsuche,467,16900,36700
Maximumsuche,468,20500,36800
Maximumsuche,469,26200,36900
Maximumsuche,470,21000,37000
Maximumsuche,471,19700,37100
Maximumsuche,472,22700,37200
Maximumsuche,473,31700,37300
Maximumsuche,474,27500,37400
Maximumsuche,475,28300,37500
Maximumsuche,476,42200,37600
Maximumsuche,477,46100,37700
Maximumsuche,478,26700,37800
Maximumsuche,479,20100,37900
Maximumsuche,480,38900,38000
Maximumsuche,481,21000,38100
Maximumsuche,482,17500,38200
Maximumsuche,483,18100,38300
Maximumsuche,484,16400,38400
Maximumsuche,485,18300,38500
Maximumsuche,486,16000,38600
Maximumsuche,487,17900,38700
Maximumsuche,488,16200,38800
Maximumsuche,489,16700,38900
Maximumsuche,490,16200,39000
Maximumsuche,491,20900,39100
Maximumsuche,492,17300,39200
Maximumsuche,493,16300,39300
Maximumsuche,494,17800,39400
Maximumsuche,495,17600,39500
Maximumsuche,496,21000,39600
Maximumsuche,497,17600,39700
Maximumsuche,498,16700,39800
Maximumsuche,499,16600,39900
Maximumsuche,500,17100,40000
Maximumsuche,501,18100,40100
Maximumsuche,502,18900,40200
Maximumsuche,503,17700,40300
Maximumsuche,504,18700,40400
Maximumsuche,505,26400,40500
Maximumsuche,506,20800,40600
Maximumsuche,507,17800,40700
Maximumsuche,508,49500,40800
Maximumsuche,509,23400,40900
Maximumsuche,510,30400,41000
Maximumsuche,511,28000,41100
Maximumsuche,512,40900,41200
Maximumsuche,513,20400,41300
Maximumsuche,514,17800,41400
Maximumsuche,515,17400,41500
Maximumsuche,516,19600,41600
Maximumsuche,517,18100,41700
Maximumsuche,518,19900,41800
Maximumsuche,519,19000,41900
Maximumsuche,520,22200,42000
Maximumsuche,521,20900,42100
Maximumsuche,522,20000,42200
Maximumsuche,523,20200,42300
Maximumsuche,524,22400,42400
Maximumsuche,525,27900,42500
Maximumsuche,526,21500,42600
Maximumsuche,527,20700,42700
Maximumsuche,528,30900,42800
Maximumsuche,529,33400,42900
Maximumsuche,530,21100,43000
Maximumsuche,531,25900,43100
Maximumsuche,532,28900,43200
Maximumsuche,533,22600,43300
Maximumsuche,534,33900,43400
Maximumsuche,535,21000,43500
Maximumsuche,536,19300,43600
Maximumsuche,537,20100,43700
Maximumsuche,538,23900,43800
Maximumsuche,539,18600,43900
Maximumsuche,540,20800,44000
Maximumsuche,541,45000,44100
Maximumsuche,542,20900,44200
Maximumsuche,543,17600,44300
Maximumsuche,544,20500,44400
Maximumsuche,545,18500,44500
Maximumsuche,546,18200,44600
Maximumsuche,547,19400,44700
Maximumsuche,548,19200,44800
Maximumsuche,549,19400,44900
Maximumsuche,550,18400,45000
Maximumsuche,551,18100,45100
Maximumsuche,552,18200,45200
Maximumsuche,553,18600,45300
Maximumsuche,554,40800,45400
Maximumsuche,555,28000,45500
Maximumsuche,556,20900,45600
Maximumsuche,557,27900,45700
Maximumsuche,558,21000,45800
Maximumsuche,559,18500,45900
Maximumsuche,560,19800,46000
Maximumsuche,561,19300,46100
Maximumsuche,562,18300,46200
Maximumsuche,563,20100,46300
Maximumsuche,564,18700,46400
Maximumsuche,565,40000,46500
Maximumsuche,566,45600,46600
Maximumsuche,567,40700,46700
Maximumsuche,568,24200,46800
Maximumsuche,569,22200,46900
Maximumsuche,570,31000,47000
Maximumsuche,571,40800,47100
Maximumsuche,572,27600,47200
Maximumsuche,573,24500,47300
Maximumsuche,574,46800,47400
Maximumsuche,575,39200,47500
Maximumsuche,576,42500,47600
Maximumsuche,577,36000,47700
Maximumsuche,578,38100,47800
Maximumsuche,579,30100,47900
Maximumsuche,580,38600,48000
Maximumsuche,581,32400,48100
Maximumsuche,582,45100,48200
Maximumsuche,583,39300,48300
Maximumsuche,584,30100,48400
Maximumsuche,585,23900,48500
Maximumsuche,586,25400,48600
Maximumsuche,587,21800,48700
Maximumsuche,588,21700,48800
Maximumsuche,589,22000,48900
Maximumsuche,590,21200,49000
Maximumsuche,591,21600,49100
Maximumsuche,592,23400,49200
Maximumsuche,593,30000,49300
Maximumsuche,594,24100,49400
Maximumsuche,595,20700,49500
Maximumsuche,596,25800,49600
Maximumsuche,597,37100,49700
Maximumsuche,598,29600,49800
Maximumsuche,599,39600,49900
Maximumsuche,600,44300,50000
Maximumsuche,601,41100,50100
Maximumsuche,602,39500,50200
Maximumsuche,603,36300,50300
Maximumsuche,604,24800,50400
Maximumsuche,605,27200,50500
Maximumsuche,606,23400,50600
Maximumsuche,607,41000,50700
Maximumsuche,608,60900,50800
Maximumsuche,609,45100,50900
Maximumsuche,610,38800,51000
Maximumsuche,611,30400,51100
Maximumsuche,612,26100,51200
Maximumsuche,613,21200,51300
Maximumsuche,614,21800,51400
Maximumsuche,615,21000,51500
Maximumsuche,616,23700,51600
Maximumsuche,617,41800,51700
Maximumsuche,618,22500,51800
Maximumsuche,619,22600,51900
Maximumsuche,620,20700,52000
Maximumsuche,621,22000,52100
Maximumsuche,622,23400,52200
Maximumsuche,623,22400,52300
Maximumsuche,624,22100,52400
Maximumsuche,625,21600,52500
Maximumsuche,626,23600,52600
Maximumsuche,627,42600,52700
Maximumsuche,628,25100,52800
Maximumsuche,629,31300,52900
Maximumsuche,630,34800,53000
Maximumsuche,631,25200,53100
Maximumsuche,632,22700,53200
Maximumsuche,633,21900,53300
Maximumsuche,634,21500,53400
Maximumsuche,635,26600,53500
Maximumsuche,636,21300,53600
Maximumsuche,637,23400,53700
Maximumsuche,638,21900,53800
Maximumsuche,639,22700,53900
Maximumsuche,640,34500,54000
Maximumsuche,641,29400,54100
Maximumsuche,642,27200,54200
Maximumsuche,643,42100,54300
Maximumsuche,644,35000,54400
Maximumsuche,645,39300,54500
Maximumsuche,646,36400,54600
Maximumsuche,647,26300,54700
Maximumsuche,648,22600,54800
Maximumsuche,649,23000,54900
Maximumsuche,650,22200,55000
Maximumsuche,651,25800,55100
Maximumsuche,652,29100,55200
Maximumsuche,653,22000,55300
Maximumsuche,654,26900,55400
Maximumsuche,655,28300,55500
Maximumsuche,656,22500,55600
Maximumsuche,657,22500,55700
Maximumsuche,658,24100,55800
Maximumsuche,659,34700,55900
Maximumsuche,660,30100,56000
Maximumsuche,661,35300,56100
Maximumsuche,662,33800,56200
Maximumsuche,663,31100,56300
Maximumsuche,664,30600,56400
Maximumsuche,665,30800,56500
Maximumsuche,666,31500,56600
Maximumsuche,667,31200,56700
Maximumsuche,668,31600,56800
Maximumsuche,669,31200,56900
Maximumsuche,670,25800,57000
Maximumsuche,671,44300,57100
Maximumsuche,672,39800,57200
Maximumsuche,673,29000,57300
Maximumsuche,674,25300,57400
Maximumsuche,675,34700,57500
Maximumsuche,676,38500,57600
Maximumsuche,677,40600,57700
Maximumsuche,678,41800,57800
Maximumsuche,679,44400,57900
Maximumsuche,680,40500,58000
Maximumsuche,681,55300,58100
Maximumsuche,682,41700,58200
Maximumsuche,683,45700,58300
Maximumsuche,684,40700,58400
Maximumsuche,685,58400,58500
Maximumsuche,686,62500,58600
Maximumsuche,687,58400,58700
Maximumsuche,688,29900,58800
Maximumsuche,689,25400,58900
Maximumsuche,690,25100,59000
Maximumsuche,691,26400,59100
Maximumsuche,692,25500,59200
Maximumsuche,693,49800,59300
Maximumsuche,694,135000,59400
Maximumsuche,695,26400,59500
Maximumsuche,696,54900,59600
Maximumsuche,697,60800,59700
Maximumsuche,698,56600,59800
Maximumsuche,699,54300,59900
Maximumsuche,700,48800,60000
Maximumsuche,701,45400,60100
Maximumsuche,702,113600,60200
Maximumsuche,703,38100,60300
Maximumsuche,704,40300,60400
Maximumsuche,705,24100,60500
Maximumsuche,706,27800,60600
Maximumsuche,707,38700,60700
Maximumsuche,708,29200,60800
Maximumsuche,709,31100,60900
Maximumsuche,710,28300,61000
Maximumsuche,711,29300,61100
Maximumsuche,712,404700,61200
Maximumsuche,713,64000,61300
Maximumsuche,714,44200,61400
Maximumsuche,715,70800,61500
Maximumsuche,716,32600,61600
Maximumsuche,717,38100,61700
Maximumsuche,718,105900,61800
Maximumsuche,719,49500,61900
Maximumsuche,720,46900,62000
Maximumsuche,721,45200,62100
Maximumsuche,722,81600,62200
Maximumsuche,723,38000,62300
Maximumsuche,724,29700,62400
Maximumsuche,725,25800,62500
Maximumsuche,726,25000,62600
Maximumsuche,727,30000,62700
Maximumsuche,728,25300,62800
Maximumsuche,729,28500,62900
Maximumsuche,730,29400,63000
Maximumsuche,731,41200,63100
Maximumsuche,732,28800,63200
Maximumsuche,733,26400,63300
Maximumsuche,734,71000,63400
Maximumsuche,735,40800,63500
Maximumsuche,736,36900,63600
Maximumsuche,737,41500,63700
Maximumsuche,738,44500,63800
Maximumsuche,739,55400,63900
Maximumsuche,740,87000,64000
Maximumsuche,741,113400,64100
Maximumsuche,742,71700,64200
Maximumsuche,743,109200,64300
Maximumsuche,744,46000,64400
Maximumsuche,745,42400,64500
Maximumsuche,746,46200,64600
Maximumsuche,747,45900,64700
Maximumsuche,748,114900,64800
Maximumsuche,749,115400,64900
Maximumsuche,750,72500,65000
Maximumsuche,751,73800,65100
Maximumsuche,752,88700,65200
Maximumsuche,753,46900,65300
Maximumsuche,754,85400,65400
Maximumsuche,755,63300,65500
Maximumsuche,756,98200,65600
Maximumsuche,757,137200,65700
Maximumsuche,758,99300,65800
Maximumsuche,759,50200,65900
Maximumsuche,760,73700,66000
Maximumsuche,761,57900,66100
Maximumsuche,762,99900,66200
Maximumsuche,763,50600,66300
Maximumsuche,764,71200,66400
Maximumsuche,765,77500,66500
Maximumsuche,766,64500,66600
Maximumsuche,767,74800,66700
Maximumsuche,768,112600,66800
Maximumsuche,769,60700,66900
Maximumsuche,770,101900,67000
Maximumsuche,771,109700,67100
Maximumsuche,772,71400,67200
Maximumsuche,773,683400,67300
Maximumsuche,774,149800,67400
Maximumsuche,775,61600,67500
Maximumsuche,776,35900,67600
Maximumsuche,777,38500,67700
Maximumsuche,778,57100,67800
Maximumsuche,779,39400,67900
Maximumsuche,780,33400,68000
Maximumsuche,781,39000,68100
Maximumsuche,782,31000,68200
Maximumsuche,783,60100,68300
Maximumsuche,784,47600,68400
Maximumsuche,785,42800,68500
Maximumsuche,786,36500,68600
Maximumsuche,787,31700,68700
Maximumsuche,788,71100,68800
Maximumsuche,789,31800,68900
Maximumsuche,790,34800,69000
Maximumsuche,791,44600,69100
Maximumsuche,792,32900,69200
Maximumsuche,793,30900,69300
Maximumsuche,794,29500,69400
Maximumsuche,795,38700,69500
Maximumsuche,796,60100,69600
Maximumsuche,797,28000,69700
Maximumsuche,798,31000,69800
Maximumsuche,799,33200,69900
Maximumsuche,800,28600,70000
Maximumsuche,801,30300,70100
Maximumsuche,802,36700,70200
Maximumsuche,803,50100,70300
Maximumsuche,804,85600,70400
Maximumsuche,805,76700,70500
Maximumsuche,806,170900,70600
Maximumsuche,807,105200,70700
Maximumsuche,808,174400,70800
Maximumsuche,809,70600,70900
Maximumsuche,810,47700,71000
Maximumsuche,811,45100,71100
Maximumsuche,812,34900,71200
Maximumsuche,813,28700,71300
Maximumsuche,814,30900,71400
Maximumsuche,815,31400,71500
Maximumsuche,816,52800,71600
Maximumsuche,817,82100,71700
Maximumsuche,818,44300,71800
Maximumsuche,819,42800,71900
Maximumsuche,820,31900,72000
Maximumsuche,821,47800,72100
Maximumsuche,822,32100,72200
Maximumsuche,823,36000,72300
Maximumsuche,824,37600,72400
Maximumsuche,825,36800,72500
Maximumsuche,826,46000,72600
Maximumsuche,827,43200,72700
Maximumsuche,828,32200,72800
Maximumsuche,829,55900,72900
Maximumsuche,830,31600,73000
Maximumsuche,831,31200,73100
Maximumsuche,832,40600,73200
Maximumsuche,833,45500,73300
Maximumsuche,834,31700,73400
Maximumsuche,835,31500,73500
Maximumsuche,836,29700,73600
Maximumsuche,837,41300,73700
Maximumsuche,838,148000,73800
Maximumsuche,839,81400,73900
Maximumsuche,840,187400,74000
Maximumsuche,841,46500,74100
Maximumsuche,842,45000,74200
Maximumsuche,843,33700,74300
Maximumsuche,844,46200,74400
Maximumsuche,845,82800,74500
Maximumsuche,846,105100,74600
Maximumsuche,847,67500,74700
Maximumsuche,848,44300,74800
Maximumsuche,849,61600,74900
Maximumsuche,850,29700,75000
Maximumsuche,851,32600,75100
Maximumsuche,852,41800,75200
Maximumsuche,853,38700,75300
Maximumsuche,854,34000,75400
Maximumsuche,855,31000,75500
Maximumsuche,856,32900,75600
Maximumsuche,857,33700,75700
Maximumsuche,858,29900,75800
Maximumsuche,859,31400,75900
Maximumsuche,860,32300,76000
Maximumsuche,861,34100,76100
Maximumsuche,862,32200,76200
Maximumsuche,863,31400,76300
Maximumsuche,864,32900,76400
Maximumsuche,865,40900,76500
Maximumsuche,866,31800,76600
Maximumsuche,867,35900,76700
Maximumsuche,868,32300,76800
Maximumsuche,869,42000,76900
Maximumsuche,870,45000,77000
Maximumsuche,871,41400,77100
Maximumsuche,872,52300,77200
Maximumsuche,873,37900,77300
Maximumsuche,874,43100,77400
Maximumsuche,875,32000,77500
Maximumsuche,876,35100,77600
Maximumsuche,877,33700,77700
