#find-max-only.csv
#Jakob
#Plangger
#12418810
group,number,duration,size
Maximumsuche,252,10300,15200
Maximumsuche,253,10900,15300
Maximumsuche,254,10300,15400
Maximumsuche,255,10500,15500
Maximumsuche,256,12300,15600
Maximumsuche,257,11500,15700
Maximumsuche,258,10400,15800
Maximumsuche,259,9200,15900
Maximumsuche,260,9800,16000
Maximumsuche,261,9600,16100
Maximumsuche,262,10500,16200
Maximumsuche,263,12300,16300
Maximumsuche,264,8800,16400
Maximumsuche,265,9600,16500
Maximumsuche,266,8900,16600
Maximumsuche,267,11300,16700
Maximumsuche,268,11500,16800
Maximumsuche,269,12500,16900
Maximumsuche,270,18200,17000
Maximumsuche,271,16800,17100
Maximumsuche,272,9500,17200
Maximumsuche,273,10500,17300
Maximumsuche,274,12200,17400
Maximumsuche,275,11400,17500
Maximumsuche,276,10900,17600
Maximumsuche,277,10900,17700
Maximumsuche,278,10200,17800
Maximumsuche,279,18400,17900
Maximumsuche,280,21100,18000
Maximumsuche,281,12000,18100
Maximumsuche,282,10400,18200
Maximumsuche,283,12000,18300
Maximumsuche,284,12400,18400
Maximumsuche,285,14100,18500
Maximumsuche,286,12900,18600
Maximumsuche,287,9800,18700
Maximumsuche,288,12300,18800
Maximumsuche,289,10600,18900
Maximumsuche,290,11700,19000
Maximumsuche,291,12200,19100
Maximumsuche,292,11400,19200
Maximumsuche,293,14500,19300
Maximumsuche,294,12100,19400
Maximumsuche,295,12300,19500
Maximumsuche,296,12400,19600
Maximumsuche,297,13200,19700
Maximumsuche,298,13300,19800
Maximumsuche,299,12500,19900
Maximumsuche,300,11300,20000
Maximumsuche,301,13000,20100
Maximumsuche,302,13100,20200
Maximumsuche,303,18200,20300
Maximumsuche,304,18400,20400
Maximumsuche,305,13900,20500
Maximumsuche,306,15500,20600
Maximumsuche,307,15000,20700
Maximumsuche,308,10500,20800
Maximumsuche,309,8900,20900
Maximumsuche,310,9700,21000
Maximumsuche,311,8700,21100
Maximumsuche,312,8100,21200
Maximumsuche,313,8000,21300
Maximumsuche,314,8500,21400
Maximumsuche,315,13000,21500
Maximumsuche,316,13300,21600
Maximumsuche,317,13200,21700
Maximumsuche,318,10900,21800
Maximumsuche,319,8300,21900
Maximumsuche,320,8500,22000
Maximumsuche,321,8600,22100
Maximumsuche,322,8300,22200
Maximumsuche,323,9100,22300
Maximumsuche,324,9100,22400
Maximumsuche,325,9300,22500
Maximumsuche,326,10000,22600
Maximumsuche,327,10200,22700
Maximumsuche,328,11700,22800
Maximumsuche,329,12600,22900
Maximumsuche,330,13200,23000
Maximumsuche,331,13900,23100
Maximumsuche,332,12600,23200
Maximumsuche,333,14000,23300
Maximumsuche,334,14000,23400
Maximumsuche,335,14300,23500
Maximumsuche,336,14900,23600
Maximumsuche,337,15200,23700
Maximumsuche,338,23400,23800
Maximumsuche,339,22300,23900
Maximumsuche,340,22000,24000
Maximumsuche,341,14700,24100
Maximumsuche,342,14300,24200
Maximumsuche,343,15400,24300
Maximumsuche,344,13000,24400
Maximumsuche,345,16200,24500
Maximumsuche,346,11500,24600
Maximumsuche,347,16200,24700
Maximumsuche,348,14800,24800
Maximumsuche,349,15300,24900
Maximumsuche,350,16800,25000
Maximumsuche,351,10800,25100
Maximumsuche,352,9500,25200
Maximumsuche,353,9200,25300
Maximumsuche,354,9900,25400
Maximumsuche,355,10300,25500
Maximumsuche,356,9700,25600
Maximumsuche,357,25700,25700
Maximumsuche,358,19000,25800
Maximumsuche,359,17500,25900
Maximumsuche,360,19400,26000
Maximumsuche,361,17100,26100
Maximumsuche,362,14300,26200
Maximumsuche,363,15900,26300
Maximumsuche,364,16800,26400
Maximumsuche,365,17400,26500
Maximumsuche,366,17200,26600
Maximumsuche,367,16300,26700
Maximumsuche,368,12700,26800
Maximumsuche,369,14800,26900
Maximumsuche,370,15100,27000
Maximumsuche,371,15000,27100
Maximumsuche,372,14700,27200
Maximumsuche,373,15500,27300
Maximumsuche,374,15400,27400
Maximumsuche,375,15100,27500
Maximumsuche,376,15500,27600
Maximumsuche,377,21900,27700
Maximumsuche,378,23200,27800
Maximumsuche,379,16300,27900
Maximumsuche,380,16800,28000
Maximumsuche,381,26500,28100
Maximumsuche,382,17800,28200
Maximumsuche,383,31700,28300
Maximumsuche,384,17300,28400
Maximumsuche,385,17400,28500
Maximumsuche,386,17400,28600
Maximumsuche,387,14800,28700
Maximumsuche,388,16400,28800
Maximumsuche,389,16100,28900
Maximumsuche,390,17200,29000
Maximumsuche,391,15600,29100
Maximumsuche,392,16500,29200
Maximumsuche,393,29000,29300
Maximumsuche,394,17800,29400
Maximumsuche,395,19300,29500
Maximumsuche,396,20100,29600
Maximumsuche,397,17700,29700
Maximumsuche,398,26100,29800
Maximumsuche,399,24300,29900
Maximumsuche,400,20200,30000
Maximumsuche,401,17200,30100
Maximumsuche,402,18000,30200
Maximumsuche,403,18500,30300
Maximumsuche,404,38800,30400
Maximumsuche,405,17500,30500
Maximumsuche,406,18200,30600
Maximumsuche,407,29600,30700
Maximumsuche,408,30700,30800
Maximumsuche,409,19600,30900
Maximumsuche,410,21000,31000
Maximumsuche,411,34900,31100
Maximumsuche,412,20500,31200
Maximumsuche,413,20200,31300
Maximumsuche,414,18900,31400
Maximumsuche,415,21600,31500
Maximumsuche,416,20300,31600
Maximumsuche,417,39400,31700
Maximumsuche,418,18900,31800
Maximumsuche,419,18900,31900
Maximumsuche,420,24900,32000
Maximumsuche,421,20900,32100
Maximumsuche,422,19400,32200
Maximumsuche,423,18500,32300
Maximumsuche,424,18100,32400
Maximumsuche,425,13100,32500
Maximumsuche,426,11500,32600
Maximumsuche,427,14600,32700
Maximumsuche,428,11600,32800
Maximumsuche,429,11400,32900
Maximumsuche,430,11700,33000
Maximumsuche,431,11700,33100
Maximumsuche,432,11500,33200
Maximumsuche,433,11700,33300
Maximumsuche,434,11900,33400
Maximumsuche,435,11800,33500
Maximumsuche,436,11700,33600
Maximumsuche,437,11800,33700
Maximumsuche,438,18000,33800
Maximumsuche,439,11800,33900
Maximumsuche,440,11700,34000
Maximumsuche,441,12500,34100
Maximumsuche,442,13000,34200
Maximumsuche,443,12500,34300
Maximumsuche,444,12200,34400
Maximumsuche,445,12000,34500
Maximumsuche,446,12100,34600
Maximumsuche,447,12500,34700
Maximumsuche,448,13700,34800
Maximumsuche,449,18800,34900
Maximumsuche,450,17800,35000
Maximumsuche,451,19100,35100
Maximumsuche,452,14100,35200
Maximumsuche,453,12700,35300
Maximumsuche,454,13500,35400
Maximumsuche,455,12300,35500
Maximumsuche,456,13300,35600
Maximumsuche,457,12400,35700
Maximumsuche,458,17700,35800
Maximumsuche,459,19900,35900
Maximumsuche,460,20200,36000
Maximumsuche,461,21000,36100
Maximumsuche,462,20300,36200
Maximumsuche,463,41400,36300
Maximumsuche,464,17000,36400
Maximumsuche,465,20000,36500
Maximumsuche,466,19100,36600
Maximumsuche,467,19500,36700
Maximumsuche,468,19100,36800
Maximumsuche,469,18400,36900
Maximumsuche,470,19400,37000
Maximumsuche,471,16700,37100
Maximumsuche,472,13300,37200
Maximumsuche,473,14900,37300
Maximumsuche,474,13300,37400
Maximumsuche,475,13100,37500
Maximumsuche,476,13000,37600
Maximumsuche,477,13200,37700
Maximumsuche,478,20200,37800
Maximumsuche,479,13000,37900
Maximumsuche,480,19100,38000
Maximumsuche,481,13300,38100
Maximumsuche,482,13100,38200
Maximumsuche,483,20400,38300
Maximumsuche,484,17300,38400
Maximumsuche,485,13400,38500
Maximumsuche,486,13300,38600
Maximumsuche,487,13400,38700
Maximumsuche,488,13600,38800
Maximumsuche,489,14100,38900
Maximumsuche,490,13800,39000
Maximumsuche,491,19200,39100
Maximumsuche,492,22100,39200
Maximumsuche,493,22700,39300
Maximumsuche,494,15400,39400
Maximumsuche,495,13600,39500
Maximumsuche,496,13800,39600
Maximumsuche,497,13700,39700
Maximumsuche,498,13900,39800
Maximumsuche,499,13900,39900
Maximumsuche,500,22600,40000
Maximumsuche,501,20800,40100
Maximumsuche,502,22900,40200
Maximumsuche,503,25600,40300
Maximumsuche,504,22200,40400
Maximumsuche,505,21800,40500
Maximumsuche,506,24600,40600
Maximumsuche,507,24600,40700
Maximumsuche,508,25800,40800
Maximumsuche,509,24700,40900
Maximumsuche,510,23900,41000
Maximumsuche,511,26900,41100
Maximumsuche,512,23400,41200
Maximumsuche,513,20900,41300
Maximumsuche,514,20900,41400
Maximumsuche,515,21800,41500
Maximumsuche,516,21400,41600
Maximumsuche,517,25500,41700
Maximumsuche,518,25300,41800
Maximumsuche,519,25200,41900
Maximumsuche,520,23000,42000
Maximumsuche,521,22400,42100
Maximumsuche,522,21600,42200
Maximumsuche,523,22600,42300
Maximumsuche,524,23700,42400
Maximumsuche,525,19400,42500
Maximumsuche,526,23500,42600
Maximumsuche,527,23000,42700
Maximumsuche,528,25200,42800
Maximumsuche,529,23100,42900
Maximumsuche,530,31400,43000
Maximumsuche,531,27700,43100
Maximumsuche,532,26600,43200
Maximumsuche,533,17200,43300
Maximumsuche,534,27100,43400
Maximumsuche,535,25600,43500
Maximumsuche,536,20600,43600
Maximumsuche,537,38600,43700
Maximumsuche,538,24700,43800
Maximumsuche,539,38200,43900
Maximumsuche,540,41300,44000
Maximumsuche,541,108100,44100
Maximumsuche,542,20400,44200
Maximumsuche,543,21900,44300
Maximumsuche,544,23900,44400
Maximumsuche,545,23000,44500
Maximumsuche,546,23500,44600
Maximumsuche,547,23000,44700
Maximumsuche,548,22900,44800
Maximumsuche,549,15700,44900
Maximumsuche,550,15400,45000
Maximumsuche,551,20300,45100
Maximumsuche,552,27100,45200
Maximumsuche,553,36500,45300
Maximumsuche,554,31900,45400
Maximumsuche,555,24900,45500
Maximumsuche,556,19600,45600
Maximumsuche,557,23800,45700
Maximumsuche,558,20200,45800
Maximumsuche,559,22000,45900
Maximumsuche,560,19800,46000
Maximumsuche,561,17400,46100
Maximumsuche,562,21600,46200
Maximumsuche,563,22300,46300
Maximumsuche,564,17000,46400
Maximumsuche,565,18200,46500
Maximumsuche,566,17700,46600
Maximumsuche,567,19500,46700
Maximumsuche,568,17600,46800
Maximumsuche,569,19500,46900
Maximumsuche,570,23800,47000
Maximumsuche,571,25500,47100
Maximumsuche,572,19800,47200
Maximumsuche,573,16600,47300
Maximumsuche,574,26700,47400
Maximumsuche,575,22700,47500
Maximumsuche,576,16700,47600
Maximumsuche,577,17200,47700
Maximumsuche,578,16500,47800
Maximumsuche,579,16500,47900
Maximumsuche,580,18400,48000
Maximumsuche,581,20800,48100
Maximumsuche,582,17800,48200
Maximumsuche,583,16500,48300
Maximumsuche,584,17100,48400
Maximumsuche,585,17300,48500
Maximumsuche,586,17100,48600
Maximumsuche,587,19900,48700
Maximumsuche,588,18400,48800
Maximumsuche,589,19200,48900
Maximumsuche,590,17500,49000
Maximumsuche,591,25700,49100
Maximumsuche,592,19200,49200
Maximumsuche,593,17300,49300
Maximumsuche,594,17100,49400
Maximumsuche,595,19000,49500
Maximumsuche,596,17800,49600
Maximumsuche,597,18700,49700
Maximumsuche,598,27800,49800
Maximumsuche,599,27700,49900
Maximumsuche,600,29600,50000
Maximumsuche,601,30500,50100
Maximumsuche,602,29400,50200
Maximumsuche,603,27300,50300
Maximumsuche,604,32000,50400
Maximumsuche,605,27900,50500
Maximumsuche,606,31400,50600
Maximumsuche,607,30100,50700
Maximumsuche,608,32200,50800
Maximumsuche,609,34200,50900
Maximumsuche,610,28700,51000
Maximumsuche,611,32700,51100
Maximumsuche,612,31400,51200
Maximumsuche,613,35000,51300
Maximumsuche,614,30700,51400
Maximumsuche,615,28100,51500
Maximumsuche,616,41700,51600
Maximumsuche,617,35400,51700
Maximumsuche,618,32600,51800
Maximumsuche,619,43800,51900
Maximumsuche,620,32800,52000
Maximumsuche,621,32300,52100
Maximumsuche,622,49400,52200
Maximumsuche,623,29800,52300
Maximumsuche,624,33200,52400
Maximumsuche,625,32100,52500
Maximumsuche,626,30700,52600
Maximumsuche,627,35300,52700
Maximumsuche,628,25400,52800
Maximumsuche,629,38500,52900
Maximumsuche,630,29800,53000
Maximumsuche,631,32600,53100
Maximumsuche,632,31000,53200
Maximumsuche,633,29100,53300
Maximumsuche,634,32700,53400
Maximumsuche,635,30800,53500
Maximumsuche,636,31500,53600
Maximumsuche,637,26800,53700
Maximumsuche,638,26500,53800
Maximumsuche,639,24600,53900
Maximumsuche,640,28500,54000
Maximumsuche,641,25900,54100
Maximumsuche,642,20300,54200
Maximumsuche,643,21500,54300
Maximumsuche,644,33600,54400
Maximumsuche,645,36700,54500
Maximumsuche,646,34500,54600
Maximumsuche,647,32100,54700
Maximumsuche,648,34400,54800
Maximumsuche,649,29200,54900
Maximumsuche,650,33200,55000
Maximumsuche,651,35700,55100
Maximumsuche,652,63100,55200
Maximumsuche,653,35400,55300
Maximumsuche,654,35900,55400
Maximumsuche,655,36500,55500
Maximumsuche,656,31400,55600
Maximumsuche,657,30400,55700
Maximumsuche,658,25300,55800
Maximumsuche,659,36400,55900
Maximumsuche,660,36600,56000
Maximumsuche,661,35500,56100
Maximumsuche,662,36000,56200
Maximumsuche,663,33700,56300
Maximumsuche,664,28900,56400
Maximumsuche,665,35000,56500
Maximumsuche,666,33000,56600
Maximumsuche,667,31900,56700
Maximumsuche,668,46600,56800
Maximumsuche,669,36700,56900
Maximumsuche,670,35400,57000
Maximumsuche,671,34000,57100
Maximumsuche,672,31800,57200
Maximumsuche,673,31900,57300
Maximumsuche,674,30500,57400
Maximumsuche,675,30300,57500
Maximumsuche,676,30000,57600
Maximumsuche,677,32700,57700
Maximumsuche,678,30900,57800
Maximumsuche,679,32300,57900
Maximumsuche,680,30000,58000
Maximumsuche,681,27300,58100
Maximumsuche,682,34200,58200
Maximumsuche,683,31600,58300
Maximumsuche,684,36700,58400
Maximumsuche,685,36600,58500
Maximumsuche,686,34800,58600
Maximumsuche,687,31300,58700
Maximumsuche,688,33300,58800
Maximumsuche,689,32300,58900
Maximumsuche,690,25600,59000
Maximumsuche,691,30300,59100
Maximumsuche,692,31000,59200
Maximumsuche,693,33100,59300
Maximumsuche,694,32900,59400
Maximumsuche,695,33800,59500
Maximumsuche,696,33700,59600
Maximumsuche,697,70300,59700
Maximumsuche,698,47000,59800
Maximumsuche,699,44700,59900
Maximumsuche,700,48700,60000
Maximumsuche,701,29000,60100
Maximumsuche,702,27200,60200
Maximumsuche,703,35200,60300
Maximumsuche,704,24000,60400
Maximumsuche,705,23200,60500
Maximumsuche,706,21100,60600
Maximumsuche,707,26500,60700
Maximumsuche,708,22500,60800
Maximumsuche,709,28600,60900
Maximumsuche,710,20900,61000
Maximumsuche,711,22800,61100
Maximumsuche,712,24900,61200
Maximumsuche,713,74500,61300
Maximumsuche,714,28000,61400
Maximumsuche,715,23900,61500
Maximumsuche,716,36900,61600
Maximumsuche,717,21700,61700
Maximumsuche,718,21600,61800
Maximumsuche,719,34700,61900
Maximumsuche,720,22100,62000
Maximumsuche,721,22800,62100
Maximumsuche,722,22800,62200
Maximumsuche,723,21700,62300
Maximumsuche,724,22500,62400
Maximumsuche,725,31400,62500
Maximumsuche,726,24300,62600
Maximumsuche,727,33900,62700
Maximumsuche,728,28800,62800
Maximumsuche,729,35700,62900
Maximumsuche,730,34200,63000
Maximumsuche,731,24800,63100
Maximumsuche,732,25200,63200
Maximumsuche,733,22400,63300
Maximumsuche,734,22100,63400
Maximumsuche,735,23700,63500
Maximumsuche,736,31200,63600
Maximumsuche,737,25400,63700
Maximumsuche,738,22200,63800
Maximumsuche,739,34100,63900
Maximumsuche,740,24000,64000
Maximumsuche,741,23500,64100
Maximumsuche,742,24000,64200
Maximumsuche,743,34800,64300
Maximumsuche,744,23900,64400
Maximumsuche,745,33600,64500
Maximumsuche,746,23700,64600
Maximumsuche,747,23800,64700
Maximumsuche,748,35200,64800
Maximumsuche,749,22700,64900
Maximumsuche,750,25100,65000
Maximumsuche,751,36500,65100
Maximumsuche,752,24100,65200
Maximumsuche,753,25000,65300
Maximumsuche,754,35200,65400
Maximumsuche,755,36000,65500
Maximumsuche,756,41700,65600
Maximumsuche,757,47400,65700
Maximumsuche,758,36800,65800
Maximumsuche,759,42200,65900
Maximumsuche,760,31600,66000
Maximumsuche,761,41900,66100
Maximumsuche,762,40800,66200
Maximumsuche,763,31500,66300
Maximumsuche,764,34100,66400
Maximumsuche,765,35500,66500
Maximumsuche,766,32800,66600
Maximumsuche,767,27500,66700
Maximumsuche,768,29000,66800
Maximumsuche,769,25100,66900
Maximumsuche,770,25100,67000
Maximumsuche,771,23800,67100
Maximumsuche,772,34900,67200
Maximumsuche,773,40600,67300
Maximumsuche,774,35200,67400
Maximumsuche,775,40300,67500
Maximumsuche,776,33200,67600
Maximumsuche,777,36000,67700
Maximumsuche,778,37700,67800
Maximumsuche,779,40600,67900
Maximumsuche,780,39200,68000
Maximumsuche,781,40200,68100
Maximumsuche,782,34300,68200
Maximumsuche,783,36000,68300
Maximumsuche,784,36600,68400
Maximumsuche,785,35400,68500
Maximumsuche,786,38500,68600
Maximumsuche,787,43500,68700
Maximumsuche,788,36200,68800
Maximumsuche,789,35200,68900
Maximumsuche,790,33900,69000
Maximumsuche,791,32900,69100
Maximumsuche,792,35600,69200
Maximumsuche,793,34800,69300
Maximumsuche,794,43600,69400
Maximumsuche,795,34900,69500
Maximumsuche,796,34000,69600
Maximumsuche,797,33900,69700
Maximumsuche,798,32700,69800
Maximumsuche,799,33000,69900
Maximumsuche,800,34100,70000
Maximumsuche,801,34000,70100
Maximumsuche,802,34500,70200
Maximumsuche,803,32000,70300
Maximumsuche,804,34300,70400
Maximumsuche,805,34000,70500
Maximumsuche,806,34600,70600
Maximumsuche,807,32500,70700
Maximumsuche,808,33300,70800
Maximumsuche,809,37300,70900
Maximumsuche,810,37000,71000
Maximumsuche,811,34100,71100
Maximumsuche,812,35800,71200
Maximumsuche,813,33300,71300
Maximumsuche,814,33800,71400
Maximumsuche,815,33000,71500
Maximumsuche,816,36300,71600
Maximumsuche,817,33500,71700
Maximumsuche,818,35800,71800
Maximumsuche,819,34600,71900
Maximumsuche,820,34600,72000
Maximumsuche,821,32900,72100
Maximumsuche,822,33600,72200
Maximumsuche,823,33700,72300
Maximumsuche,824,41100,72400
Maximumsuche,825,45100,72500
Maximumsuche,826,43700,72600
Maximumsuche,827,29200,72700
Maximumsuche,828,24300,72800
Maximumsuche,829,24400,72900
Maximumsuche,830,24100,73000
Maximumsuche,831,35500,73100
Maximumsuche,832,24800,73200
Maximumsuche,833,24100,73300
Maximumsuche,834,24300,73400
Maximumsuche,835,24000,73500
Maximumsuche,836,24700,73600
Maximumsuche,837,24900,73700
Maximumsuche,838,24200,73800
Maximumsuche,839,24400,73900
Maximumsuche,840,24700,74000
Maximumsuche,841,25300,74100
Maximumsuche,842,24900,74200
Maximumsuche,843,24700,74300
Maximumsuche,844,24500,74400
Maximumsuche,845,24600,74500
Maximumsuche,846,25200,74600
Maximumsuche,847,25200,74700
Maximumsuche,848,25300,74800
Maximumsuche,849,35900,74900
Maximumsuche,850,38500,75000
Maximumsuche,851,41200,75100
Maximumsuche,852,41500,75200
Maximumsuche,853,42000,75300
Maximumsuche,854,40100,75400
Maximumsuche,855,42200,75500
Maximumsuche,856,40900,75600
Maximumsuche,857,42400,75700
Maximumsuche,858,45300,75800
Maximumsuche,859,44400,75900
Maximumsuche,860,46400,76000
Maximumsuche,861,39100,76100
Maximumsuche,862,26900,76200
Maximumsuche,863,25700,76300
Maximumsuche,864,25900,76400
Maximumsuche,865,39800,76500
Maximumsuche,866,40300,76600
Maximumsuche,867,25500,76700
Maximumsuche,868,26000,76800
Maximumsuche,869,26900,76900
Maximumsuche,870,29200,77000
Maximumsuche,871,30100,77100
Maximumsuche,872,40300,77200
Maximumsuche,873,41400,77300
Maximumsuche,874,40000,77400
Maximumsuche,875,40800,77500
Maximumsuche,876,42500,77600
Maximumsuche,877,35000,77700
